question,fact
Why is the sun more intense at high altitude,1
By what other name does Bunnie DeFord go by?,1
what the most popular books written by Malcom Gladwell?,1
Provide a bulleted list of the results of the 1968 United States elections.,1
What are some easy to buy birthday gifts for a coworker?,1
"Using this definition, can you summarize why hyperventilation is considered dangerous?",1
"Based on the text provided, what does a minimum spanning tree optimize?",1
Who was offered the presidency of Israel in 1952 (turned down),1
What is the difference between ADLS Gen 1 and 2?,1
"Tell me which season is associated with each of these items: flowers, snowflakes, leaves falling, beaches",1
"Identify which instrument is string or percussion: Sounding stone, Cobza",1
Who is Germain Damar?,1
What makes the game Overwatch appealing?,1
"Classify these movies based on their release year
Kedarnath, Bala, Raazi, Kaashi, Article 15",1
who is Haile Sellassie?,1
Where is the largest living thing located?,1
"per this reference of Itsunen Shoyu, who did he convince to bring Zen Buddhism to Japan?",1
Where does the country of Japan get its name from?,1
"Given the following summary of the book ""Human Compatible"" by Stuart Russell, what is the author's proposal to overcome the limitations of the standard approach for developing AI?",1
"Given the paragraph about the Colnago C40, in which year was a Colnago-branded bicycle first ridden by the overall classification winner in the Tour de France?",1
What are the Olympic Games?,1
Which is a species of fish? Tonguefish or Tongue,1
What is sleep training?,1
What is a Cheque card?,1
Tell me when did the Borussia Dortmund found?,1
Compose a rhyming toast to getting together with old friends,0
Who designed the current Indian flag?,1
Please give a brief history of AI.,1
"Which of these US states either border the ocean or are land-locked: Colorado, Alaska, Wisconsin, Hawaii, Washington, Oregon, Indiana, Maine, Nebraska, Florida and California.",1
Is the manatee an endangered species?,1
What is your worst habit?,1
Extract the type of animals that a wolf would feed on,1
What is a geodetic system?,1
Please provide some information about Worcester Park railway station from the given passage,1
How many languages are spoken in India?,1
Give me a list of the best right point breaks in Southern California,0
Write a paragraph on why I should quit my job and live off the land.,0
"Identify which instrument is string or percussion: Mridangam, Gambus",1
What is oxidation reduction potential?,1
"Tell me whether these are hockey teams or soccer teams: Anaheim Ducks, Calgary Flames, Brighton & Hove Albion, Edmonton Oilers, Arsenal, Aston Villa, Brentford, Los Angeles Kings, San Jose Sharks, Seattle Kraken, Crystal Palace, Everton, Vancouver Canucks, Vegas Golden Knights, Chelsea.",1
"From the passage provided, extract the population of Andhra Pradesh",1
What are the three official languages in Belgium ?,1
What kind of u-boat was the SM U-30,1
What is a bloom filter index and when should I use it?,0
"List the first four main characters of Ann M. Martin's ""The Baby-Sitters Club"" books.",1
What is the difference between Holland and The Netherlands?,1
"What is the oldest part of Boston to live in, based on the historic neighborhood?",1
who is the prime minister of india,1
"Tell me which of these countries have won a Fifa World Cup Final: Argentina, Mexico, USA, France, China",1
Name the nation that was hit badly by Typhoon Hagibis in the last 60 years?,1
How many Olympic venues are there for canoeing,1
What is the best age to drive a car?,0
"Given the paragraph, what is the term budgie smuggler colloquially use to describe?",1
Which second-season episode of Game of Thrones did Neil Marshall direct?,1
Write some points about Ministry of Public Health (Thailand) using given text as a reference,0
Why is football called soccer in the US?,1
Is Mining Engineering a good degree?,0
What in business terms is the IMF,1
Is banana a flower or a fruit?,1
"Surely, the glass ceiling only applies to politics. Corporate organizations are fine. Is that true?",1
What are the words of House Martell?,1
Who is Mauricio Macri?,1
"Name all of the hosts from all versions of ""The Price is Right.""",1
Write a bullet-pointed list of updates from a college club fundraising team lead about their fundraising work from last week.,0
What is the capital of Arizona?,1
Write a recipe for making garlic mashed potatoes which goes through step by step.,0
"From the text, please extract and list Nokia's market capitalization timeline.",1
Why did the chicken cross the playground?,1
What do you do when the engine in your single engine airplane fails in flight?,1
"Extract the publications that favorably reviewed ""If I Die in a Combat Zone, Box Me Up and Ship Me Home"" and put them in a comma separated list.",1
Summarize the battle of Pävankhind.,1
What are the most common types of streets in the United States?,1
What are some plants you can put in your outdoor garden to keep the bugs away?,1
Write a bulleted list of the plants that grow around Stanwell-Fletcher Lake.,0
Who (not Peter Sellers) played Inspector Clouseau in 1968,1
"Identify which instrument is string or woodwind: Mandobass, Pommer",1
"which of the following are ex indian prime ministers?

rajiv gandhi
rahul gandhi
manmohan singh
sonia gandhi
atal bihari vajpayee
kapil sibal
ak antony
jawaharlal nehru",1
Does money make you happy?,1
"Which of the following are considered functional programming languages and which are not: OCaml, Scala, Python, C, and Java.",1
"During Passover, what are some distinctions of what is and is not Kosher?",1
"Identify which instrument is string or woodwind: Ukulele, Oboe",1
Which musical instrument does Peter Yanowitz play?,1
"Classify each of the following as either an SSRI or MAOI depression drug: paroxetine, isocarboxazid, sertraline, vortioxetine, phenelzine, tranylcypromine, moclobemide, fluoxetine",1
Who asked Swami Vivekananda to come to Dakshineswar and in which year?,1
What are some fun and inexpensive things to do with kids during the summer?,1
What does a vegan lifestyle mean to you?,1
How many arms does Hapalochlaena lunulata have?,1
Annapolis is the capital city of which state?,1
What is the largest city in the South Hemisphere?,1
What is the difference between a quartz watch and a mechanical watch?,1
"From the passage provided, extract the power consumption of a GeForce RTX 2080 Ti Founder's Edition.",1
I'm considering buying a pocket knife for my child. How do I know which one I should buy?,0
What is the maximum speed a plane can reach?,1
What is a credit card?,1
"Given this paragraph about Bichon Frisé,  where did this dog breed originate?",1
"Here is some reference information about Huaquechula, When does the feast of the Holy Cross in Huaquechula start?",1
What is the significance of a poppy on Remembrance day?,1
"Please, give me a short bullet list of main ingredients and procedure in order to cook risotto.",1
What is 24 Hours of Lemons,1
Why is biathlon a challenging sport?,1
What are some common characteristics of Maine Coon cats?,1
Who are the 5 best known composers from the romantic period?,0
What is Szalay doing these days?,1
Why did the chicken cross the road?,1
Why should I change my car oil?,0
Where did Sly and the Family Stone come from?,1
What is the most prominent street in Copenhagen Denmark?,1
